"batch_id","run_id","agent_name","graph_name","sequence","cycle","cycle_timestamp","duration_ms","file","line","event_count","opportunistic_detected_count","opportunistic_prompt_visible_count","selection_count","contingency_event_count","contingency_guidance_event_count"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","322","321","2026-06-07T16:06:10.023+00:00","2231","react_ccrs_mazeV1_01_20260607_174940.log","13444","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","323","322","2026-06-07T16:06:12.383+00:00","2360","react_ccrs_mazeV1_01_20260607_174940.log","13530","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","324","323","2026-06-07T16:06:15.729+00:00","3346","react_ccrs_mazeV1_01_20260607_174940.log","13545","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","325","324","2026-06-07T16:06:31.744+00:00","16015","react_ccrs_mazeV1_01_20260607_174940.log","13554","9","3","3","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","326","325","2026-06-07T16:06:34.277+00:00","2533","react_ccrs_mazeV1_01_20260607_174940.log","13659","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","327","326","2026-06-07T16:06:38.736+00:00","4459","react_ccrs_mazeV1_01_20260607_174940.log","13674","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","328","327","2026-06-07T16:06:41.356+00:00","2620","react_ccrs_mazeV1_01_20260607_174940.log","13683","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","329","328","2026-06-07T16:06:43.648+00:00","2292","react_ccrs_mazeV1_01_20260607_174940.log","13769","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","330","329","2026-06-07T16:06:48.391+00:00","4743","react_ccrs_mazeV1_01_20260607_174940.log","13784","5","0","0","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","331","330","2026-06-07T16:06:50.637+00:00","2246","react_ccrs_mazeV1_01_20260607_174940.log","13793","8","2","2","1","2","0"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","332","331","2026-06-07T16:06:53.061+00:00","2424","react_ccrs_mazeV1_01_20260607_174940.log","13879","5","0","0","1","2","0"
